heel_x,heel_y,heel_pressure,brake_overlap,accel_overlap,safety,p_heel_x_min,p_heel_x_max,p_heel_y_min,p_heel_y_max,p_heel_pressure,p_brake_overlap,p_accel_overlap
"[0.5594, 0.746]","[0.2176, 0.329]",36.14824191539533,0.0,40.64470460819179,0,0.3957727359560934,0.511361167522856,0.7249218432717519,0.5625404918683199,0.748225668276393,1.0,0.2871156290608248
"[0.4846, 0.7094]","[0.2497, 0.2884]",40.06223738390824,0.0,28.348008408695634,0,0.8259869322436293,0.893193766749471,0.31988177959535835,0.8164323029226898,0.995861831241852,1.0,0.86878722708923
"[0.4821, 0.6957]","[0.219, 0.2822]",42.344570991265584,0.0,29.041655003571428,0,0.7982900672688711,0.9510834910832763,0.7044193234525716,0.7219353562362476,0.8450947555832993,1.0,0.9236520166996227
"[0.4528, 0.6655]","[0.1459, 0.2909]",44.34175533525979,0.0,12.91912294586675,1,0.5003410126643393,0.6217621233359079,0.279092664869778,0.8558822675825916,0.7174918182052692,1.0,0.08762006983325915
"[0.5652, 0.7815]","[0.1992, 0.3112]",23.720801788730633,0.0,28.532833698714136,0,0.35195768622916046,0.24402448944906763,0.9867281202953346,0.8223508638062075,0.1749083891625799,1.0,0.883355691711862
"[0.4784, 0.7031]","[0.2086, 0.2858]",21.490184706381278,0.0,36.135855160113756,0,0.7577077444937106,0.9652354997130328,0.8627931118198594,0.7760289136909468,0.12295587548072404,1.0,0.5394892570994798
"[0.5165, 0.6321]","[0.1492, 0.2441]",29.351319735970556,0.0,16.63589912148019,0,0.8141045360771019,0.3323404072363626,0.30979296192248595,0.2636087003584163,0.37486895365359796,1.0,0.18141527085186426
"[0.4862, 0.6716]","[0.1409, 0.2413]",28.423138683863893,0.0,34.986358672518456,0,0.8432770178096349,0.6847764199677022,0.23743556617809514,0.2406038217632246,0.33467583499886877,1.0,0.6180359324836833
"[0.5755, 0.6883]","[0.2116, 0.3336]",32.27411183232997,0.0,30.890122536790226,0,0.28050652311064084,0.8676437615187781,0.81700197169827,0.5010473620396763,0.5196895598577425,1.0,0.9290721717504389
"[0.5212, 0.7226]","[0.1163, 0.1756]",47.61652770508005,0.0,23.562443861676932,2,0.7619394485641016,0.7462858607875036,0.09412438250157575,0.012810668770951966,0.5256171515941397,1.0,0.5197339204209754
"[0.5249, 0.7247]","[0.2208, 0.2956]",37.97285012410314,0.0,38.546730864913044,0,0.7225187846790015,0.7245029817264328,0.6769613796587106,0.9299113930979266,0.8658523653373564,1.0,0.3927321539925319
"[0.5049, 0.7468]","[0.1768, 0.285]",42.35673526012226,0.0,7.977432310214439,2,0.9437546014458932,0.504134452626443,0.642394733925324,0.7637349980035821,0.8443013186162113,1.0,0.027647176063190088
"[0.6047, 0.8523]","[0.2538, 0.3508]",25.30835907949286,0.0,33.46680748743709,2,0.1345562649460413,0.029628463622623582,0.2816823980233376,0.3093214292173272,0.220837791027357,1.0,0.7288311745813201
"[0.4716, 0.6797]","[0.1717, 0.2888]",34.46029356494866,0.0,46.19435158073292,0,0.6845284621499026,0.7714949447424349,0.5711678920642359,0.823366767520975,0.6443379247681301,1.0,0.10535366734118388
"[0.4793, 0.6593]","[0.2448, 0.3079]",47.04709194093809,0.0,44.399431391006615,0,0.7671499808087726,0.5605495019840117,0.37001803050108273,0.8738775418446912,0.5570306713201911,1.0,0.14988348680895222
"[0.4415, 0.6609]","[0.1788, 0.2895]",47.13942949812162,0.0,33.898067205385225,0,0.40307786793130496,0.5762285903207736,0.6710774925577966,0.833361369121416,0.5518752504425342,1.0,0.696679473849278
"[0.5475, 0.7264]","[0.1882, 0.3209]",31.305114061745105,0.0,26.98319223869154,0,0.4972544718054641,0.7060630631360278,0.813062891608965,0.675600878368793,0.468713519679155,1.0,0.7628954243246737
"[0.5678, 0.7677]","[0.2222, 0.3368]",41.93994863655465,0.0,23.64197443452369,0,0.3330002041703892,0.3333977638629343,0.6574593250596412,0.4620260366163085,0.8715717261601365,1.0,0.5249051209414857
"[0.4734, 0.7129]","[0.1794, 0.2836]",66.38617424178798,0.0,26.97074206094358,2,0.70437415764305,0.8539475706855032,0.6805020782908242,0.7426764892675665,0.027888742552682245,1.0,0.7619464136600017
"[0.4607, 0.6384]","[0.2413, 0.3384]",39.78882484893234,0.0,35.43807247917906,0,0.5749537395189077,0.3791316612920421,0.4087989930428638,0.44220276497058797,0.9859596086366125,1.0,0.5865741206993431
"[0.4344, 0.6666]","[0.1728, 0.2477]",31.681756646290655,0.0,21.927561945405838,0,0.34881407263796804,0.6337151532294003,0.5860954149122354,0.29583183180606853,0.488192239168037,1.0,0.4195260324743628
"[0.5255, 0.7526]","[0.2129, 0.3107]",37.91485132765408,0.0,37.57423818050381,0,0.7157775775970119,0.4525357847474367,0.796967376480433,0.8304888078022846,0.8620522036112734,1.0,0.4487959910308873
"[0.5637, 0.7255]","[0.218, 0.3558]",41.106125290322,0.0,51.331605180033236,2,0.3628896666195158,0.7156509178187861,0.7186975579823642,0.2644120610105769,0.9265573261447958,1.0,0.03291156070949251
"[0.5131, 0.7521]","[0.2282, 0.3246]",38.185979431713406,0.0,29.38116764872605,0,0.8514212393484655,0.45698763778719176,0.5729320807832756,0.6224921248446069,0.8798428921747445,1.0,0.9506558183374969
"[0.4461, 0.674]","[0.29, 0.3633]",39.623743591881976,0.0,16.556051967166947,1,0.4412837128083895,0.7107518592937269,0.07184530773022914,0.20543622439063192,0.9749866669953068,1.0,0.17882075339349646
"[0.5119, 0.716]","[0.1768, 0.2621]",22.678638436757925,0.0,16.552552536835872,0,0.8651094352172645,0.8195552051982906,0.6433089409118733,0.44819624885250275,0.14889464951103978,1.0,0.1787076790973694
"[0.5222, 0.6918]","[0.1418, 0.2478]",28.448434298968586,0.0,37.76565551711575,0,0.7506191195834957,0.9062338199097384,0.2445964943284471,0.296918508048046,0.3357329982903533,1.0,0.4374151321560471
"[0.5303, 0.6959]","[0.1658, 0.2546]",38.20797715514203,0.0,29.402538210395562,0,0.665062135572545,0.9537167148419796,0.4943453469735102,0.36413066979213815,0.8812891118408888,1.0,0.9523577919097191
"[0.563, 0.7415]","[0.2191, 0.3337]",38.01678435973076,0.0,38.76830896064053,0,0.3678239955756152,0.5529662982552572,0.7018954470957939,0.500346257036185,0.868733068334923,1.0,0.3805784949637504
"[0.5026, 0.7243]","[0.2121, 0.3278]",33.205728701679995,0.0,24.663657508406505,0,0.9707829429214142,0.7288314989466116,0.8091790709405197,0.5787636989165375,0.5712651199951083,1.0,0.5935946077358859
"[0.5598, 0.7216]","[0.1908, 0.3174]",37.875836967082755,0.0,38.30623547539832,0,0.39257236593867173,0.7574050905199378,0.8533156076477635,0.7274645021948936,0.8594977179524234,1.0,0.40618632799496546
"[0.4953, 0.7128]","[0.1337, 0.2764]",40.732178264970464,0.0,28.417008265502744,0,0.9465191438557472,0.854854186097562,0.18502741839658865,0.6374280882073661,0.9513473781886942,1.0,0.8742210594227857
"[0.5422, 0.6925]","[0.2157, 0.3456]",50.672961478294305,0.0,22.67495944676051,0,0.5467722110340735,0.914812250928048,0.7529619432298296,0.3616363643747388,0.37378091561224436,1.0,0.4638609684132917
"[0.542, 0.7338]","[0.165, 0.237]",38.80945917728739,0.0,25.990015211976157,0,0.5488998411797164,0.6292385434797623,0.48424454657279503,0.2076565412550505,0.9209701574670857,1.0,0.6884212438849026
"[0.4104, 0.6148]","[0.2599, 0.3328]",44.78923846357904,0.0,18.029456445767636,0,0.2004330973078322,0.22335214931042102,0.23083138131927516,0.5117602142658071,0.6898171605973689,1.0,0.2312853692699478
"[0.4319, 0.7297]","[0.3154, 0.4132]",33.50079638279295,0.0,49.893595585816115,2,0.33074592144659054,0.6711248566329315,0.020961223829681352,0.023622174336979353,0.5880938841365575,1.0,0.04666153009240281
"[0.4993, 0.6442]","[0.2214, 0.3079]",46.865148683181786,0.0,29.03618186441513,0,0.9922943086004853,0.42562800288996105,0.6682772892056814,0.8746078502131811,0.5672571261307187,1.0,0.9232173355513262
"[0.4322, 0.6911]","[0.2404, 0.3062]",44.50876357134828,0.0,36.44514088682196,0,0.33295189765672795,0.8989134933480492,0.4190994897380319,0.9005326621831982,0.7071174112928362,1.0,0.5192421247041457
"[0.4805, 0.6865]","[0.1869, 0.2737]",50.389804038157834,0.0,24.631308671292008,0,0.7805147162922585,0.8469400962377585,0.7934908457327938,0.5983357100445361,0.3865905232873309,1.0,0.5913580138315548
"[0.5815, 0.7979]","[0.1347, 0.2205]",48.56152554933385,0.0,19.48072178020177,0,0.244464306189909,0.1618561820228569,0.1916148734000449,0.1117166192927764,0.47556087052095963,1.0,0.29283266608207303
"[0.4457, 0.6504]","[0.186, 0.2658]",47.064827474573754,0.0,27.66119489082065,0,0.4377757654546036,0.4787420481914235,0.7790009780737697,0.49414579447822016,0.5560386373324857,1.0,0.8150777436831504
"[0.5492, 0.767]","[0.161, 0.2515]",38.818991096106636,0.0,41.011925333791986,0,0.4821255063296278,0.338558331030534,0.43563851635689443,0.3325187267803106,0.9216008516770203,1.0,0.27081287067807824
"[0.4021, 0.596]","[0.1244, 0.2598]",42.93927072453362,0.0,24.792682086017166,0,0.16194803667359958,0.1371813243538039,0.13075306140432685,0.42135746973418775,0.8065034878337158,1.0,0.6025536245253329
"[0.4508, 0.709]","[0.2659, 0.3719]",52.76210714141832,0.0,21.294680272705847,0,0.4823753687324078,0.8978335409473788,0.18746463803382785,0.1505307277310629,0.2875512183688953,1.0,0.384009754313664
"[0.5189, 0.7006]","[0.1738, 0.348]",32.175105167166464,0.0,31.554642443691435,0,0.7872195275405457,0.9927534724304835,0.6007984062483034,0.3371394031476884,0.5143530685288822,1.0,0.8764553400441827
"[0.5125, 0.7578]","[0.2126, 0.3177]",32.45910665563761,0.0,34.99022600717744,0,0.8579528624592903,0.40882004570181896,0.8005791781015594,0.7226626203061705,0.529736842638017,1.0,0.6177634623307782
"[0.5556, 0.7298]","[0.192, 0.2833]",42.17717677540434,0.0,46.42848168853183,0,0.42735398578928285,0.6704591820461452,0.8727249788027056,0.7382002547972311,0.8560289758150501,1.0,0.10041435116417788
"[0.5488, 0.7464]","[0.193, 0.2931]",44.983356283185444,0.0,33.53750478372495,0,0.48566091386622334,0.507460509526736,0.8890260328917227,0.8909857397571406,0.6779371672156096,1.0,0.7235258891788581
"[0.5005, 0.6576]","[0.2347, 0.3424]",30.110722008831946,0.0,36.43992678531235,0,0.9941213912162464,0.5450579284704582,0.4872477457282426,0.3961105090341782,0.409879047585923,1.0,0.5195801816633216
"[0.4632, 0.6814]","[0.1922, 0.3052]",39.1028492390403,0.0,37.19275236920322,0,0.5986740075047472,0.7900122088871171,0.8756815736933458,0.9166087102569359,0.9404036284901365,1.0,0.4719713504250934
"[0.5226, 0.7804]","[0.1901, 0.3524]",38.872014709254586,0.0,18.4698461806737,0,0.7470627519728742,0.25084431457483924,0.8426865487937447,0.2948374345694471,0.9251101304499976,1.0,0.24890407101018208
"[0.4901, 0.687]","[0.2048, 0.2795]",13.416638612758351,0.0,20.366679295304557,2,0.8871800292186975,0.8523844556685783,0.922891020303476,0.6815128559642589,0.026740843812443515,1.0,0.3353809039890271
"[0.4274, 0.6195]","[0.1734, 0.2992]",37.36487212889488,0.0,19.161037103943496,0,0.2996462164256293,0.25026808194147365,0.5951165901249567,0.987227614428521,0.8261873730348888,1.0,0.2784107849413563
"[0.4543, 0.6097]","[0.1406, 0.2468]",38.1121860058184,0.0,16.678542443083543,0,0.5138033085688531,0.19710238611516584,0.23488994554497644,0.28768847258704655,0.8749943666702706,1.0,0.1828122973317381
"[0.4494, 0.6402]","[0.1445, 0.1973]",38.07648468612377,0.0,37.954598748704036,2,0.4699319534432518,0.3933188178297754,0.2666243416659049,0.0400213415354323,0.87265031780888,1.0,0.4263460427596424
"[0.5617, 0.698]","[0.178, 0.3011]",56.99097129492722,0.0,32.900500916637554,0,0.37819775254453225,0.9769074241298796,0.6596045884904871,0.9824797724548764,0.15680060503776622,1.0,0.7717779162980904
"[0.5268, 0.6903]","[0.1832, 0.3213]",25.410420417893498,0.0,30.794960630914495,0,0.7017928108006001,0.889653174714064,0.7375574113310477,0.6704835754620582,0.22406176714161452,1.0,0.9366380629025548
"[0.5369, 0.746]","[0.1614, 0.2357]",30.104529145544646,0.0,4.072834845977312,2,0.5981598559853237,0.5114120351916711,0.44026185415946073,0.19842318680150517,0.4095859028765114,1.0,0.009522122318468896
"[0.448, 0.7007]","[0.1988, 0.2985]",8.653650420167992,0.0,50.554768586186185,2,0.4574347805234814,0.9915071901617294,0.9801349412730676,0.9758596555422199,0.008996271449688271,1.0,0.039832968595777875
"[0.4533, 0.7657]","[0.228, 0.2763]",34.22900000591031,0.0,21.05727995846444,0,0.504937897496545,0.34797578577615873,0.57506457230906,0.635069091974519,0.6305757272152581,1.0,0.37117637510790047
"[0.5493, 0.7258]","[0.1326, 0.1949]",35.25227735048799,0.0,50.518127559389576,2,0.48154732075572015,0.7124075574725683,0.17792726918337987,0.03551402022978574,0.6923680018114812,1.0,0.04018786314443061
"[0.4527, 0.7101]","[0.1477, 0.2791]",33.88027388398893,0.0,15.50758519348684,0,0.4995233377365821,0.8847648907466147,0.29532627603750217,0.6761731599291003,0.6100674517775989,1.0,0.1472701571278672
"[0.5225, 0.7323]","[0.2233, 0.3093]",53.29212807380512,0.0,21.87598841443463,0,0.7475450701459412,0.6446800882758352,0.6414044327519131,0.8525340332668255,0.26800118922491545,1.0,0.4165614816690255
"[0.4633, 0.6573]","[0.2321, 0.2989]",50.32741026804356,0.0,7.971506174903702,2,0.6001731856775872,0.5414785235970094,0.5206862848058014,0.9816551316080516,0.38944873204926467,1.0,0.027605366247116597
"[0.4696, 0.6869]","[0.1504, 0.2573]",40.93428069120765,0.0,33.62124975942697,0,0.663716732562784,0.8511975982356582,0.32130581108817724,0.39304857349468403,0.9379420239000346,1.0,0.7172586403466952
"[0.4759, 0.6783]","[0.2142, 0.2985]",35.55264335752165,0.0,18.987431791887676,0,0.7301738110906808,0.756930955715118,0.7768072477444952,0.9760947360735175,0.7109257580978343,1.0,0.27078489809354966
"[0.426, 0.6305]","[0.248, 0.3338]",52.31427601728237,0.0,19.269998459016456,0,0.2907183587043306,0.32048399570485286,0.33747196374661415,0.4986094637160098,0.3048021904664555,1.0,0.2832710469907127
"[0.5374, 0.7211]","[0.22, 0.3422]",39.762905681969784,0.0,16.274857828256025,0,0.5932919967011907,0.7636140107754337,0.6892592231954597,0.3989733661160192,0.9842365342944387,1.0,0.16990341609160198
"[0.4998, 0.6439]","[0.2136, 0.2788]",30.180759532978506,0.0,37.77355062737863,0,0.9976981379660331,0.42266590140095694,0.7853979851633687,0.6710199238536191,0.41320301012257743,1.0,0.43694931705462503
"[0.5316, 0.6699]","[0.1949, 0.2677]",19.40501587018538,0.0,37.11463651567547,1,0.6514526839172252,0.6669581328656288,0.9181443356040797,0.5182854337013882,0.08611653733578027,1.0,0.4767969675032304
"[0.5158, 0.7419]","[0.1725, 0.2771]",34.70422607325181,0.0,48.12033891078785,1,0.8216469772864246,0.5493663142131067,0.5825254414766483,0.64749022104354,0.6589853346790138,1.0,0.06998095998072272
"[0.5323, 0.7213]","[0.2042, 0.3333]",49.0557234060713,3.045559486138656,23.142933789270266,2,0.6442260585935411,0.7613687711620059,0.9335073379457354,0.5060001168010027,0.4504628453378061,0.04231863994498191,0.49289813069423716
"[0.5518, 0.728]","[0.1892, 0.3264]",67.31846427451708,0.0,32.188193710468006,2,0.4589110156229045,0.689142537874033,0.8294828243383523,0.5978247080561508,0.022813787691617085,1.0,0.8267907566170567
"[0.4939, 0.6943]","[0.2352, 0.3152]",40.73932415427371,0.0,17.106648025980483,0,0.9307936776770455,0.9346578857058954,0.48202974954521904,0.76112431899515,0.9508731375293081,1.0,0.1972815795365973
"[0.4587, 0.6905]","[0.1912, 0.3193]",30.815733818556346,0.0,26.64960977264682,0,0.5552237519959806,0.8920555828658752,0.8605186049321999,0.6989693272511792,0.44405987473735153,1.0,0.7375956497575149
"[0.4916, 0.6988]","[0.2445, 0.321]",25.780417500589433,0.0,24.811546867188223,0,0.9045921103552643,0.9865982920411581,0.373329596397699,0.6746545988179534,0.2360312031960622,1.0,0.603868615931253
"[0.4119, 0.5856]","[0.1764, 0.3312]",46.62345875566719,0.0,34.64449957495421,0,0.2080872657503362,0.10231536183609458,0.6367920492282839,0.5329318072622435,0.5809792556518689,1.0,0.6423254048384668
"[0.3886, 0.6377]","[0.2484, 0.3144]",18.82460737138878,0.0,40.17021806418191,1,0.11166550388874374,0.3734590650041619,0.33310316477177204,0.7736378899779539,0.07762831577665086,1.0,0.3091430558816317
"[0.3891, 0.6522]","[0.2149, 0.3548]",46.60414121685866,0.0,39.910666908315,0,0.11298033465437146,0.4948933447186282,0.7656157193044848,0.2734282112206746,0.5820826952312297,1.0,0.3216530164241017
"[0.4303, 0.6501]","[0.1777, 0.258]",49.81253927515495,3.4677466884642447,21.571877277823894,2,0.3192088975978187,0.4755481083031954,0.6551093940393418,0.40059047600792874,0.4135218816162384,0.020786991430501597,0.39933344336027365
"[0.5045, 0.7435]","[0.0975, 0.2579]",45.23535343879437,0.0,39.98467904623,2,0.9485927706149417,0.5346962176348932,0.0403167191726351,0.39948503176062033,0.6626339874827256,1.0,0.31805252030131437
"[0.4208, 0.6705]","[0.2529, 0.3706]",37.36405993673731,0.0,29.559148628922028,0,0.2580674583872453,0.6735512233293732,0.290329953743547,0.15789387594977666,0.826134656942634,1.0,0.9648365401362512
"[0.4547, 0.6999]","[0.2255, 0.295]",46.77928784256177,0.0,26.75403104102985,0,0.5176158599683397,0.9989996021785726,0.6099590275078501,0.9207587751452075,0.5721141308833007,1.0,0.7454861768442749
"[0.5657, 0.7902]","[0.1393, 0.2236]",42.0512604535396,0.0,22.914885131810816,0,0.34815841583906526,0.1973698715375981,0.2243976834532646,0.12644793243173122,0.8642722248759142,1.0,0.47862768141665313
"[0.4667, 0.6906]","[0.1597, 0.2832]",30.6625138976729,0.0,24.40064205638448,0,0.6338425602035591,0.8930761456104069,0.42058314646276496,0.7363421313735367,0.43649600850826464,1.0,0.5755232326105439
"[0.5339, 0.7546]","[0.2151, 0.3467]",62.20494786850031,0.0,47.42313846196233,1,0.6286117456578133,0.4350197589167004,0.7628761111679085,0.3506688326792834,0.06425414433256547,1.0,0.08145354190147729
"[0.4659, 0.622]","[0.1899, 0.2878]",35.779847444673806,0.0,33.074107664940236,0,0.6264577084832716,0.2653783955922825,0.8395049189788684,0.8064903901921312,0.725078726596763,1.0,0.7585307342181615
"[0.4737, 0.7017]","[0.1788, 0.2802]",49.30902760539891,0.0,31.74611847501205,0,0.7066968887054442,0.980759059142296,0.6722612475265136,0.6919193909394481,0.43789525279999175,1.0,0.8613846386506557
"[0.4701, 0.6159]","[0.2447, 0.3674]",10.976628607651424,0.0,27.377531414630532,2,0.6694308978979443,0.2294875178033291,0.37175030380816687,0.17759039965275636,0.015579750757390758,1.0,0.7931311292534275
"[0.4956, 0.6638]","[0.1561, 0.2601]",55.31765059337115,0.0,54.459786114380286,2,0.9493115341473839,0.6047177058888785,0.38028611222357844,0.42470211011733394,0.2017891132934968,1.0,0.014445957007669326
"[0.5243, 0.7765]","[0.1875, 0.2487]",57.62516493585498,0.0,43.05010488846425,0,0.7279776550866164,0.27452058555537984,0.8022229521144641,0.30462103423005615,0.1418968809231046,1.0,0.19188927623056273
"[0.3796, 0.6132]","[0.2207, 0.2963]",40.35800544551966,0.0,22.789378852012074,1,0.08531920870093734,0.2147914534242874,0.6796055972253063,0.9403873462088124,0.9761996125221394,1.0,0.4708712989024645
"[0.4963, 0.7558]","[0.2121, 0.3191]",46.7052524168531,0.0,27.263849452953757,0,0.958044388635055,0.4252570425145996,0.8089134707691946,0.7017939643148575,0.5763179928634744,1.0,0.7843804633815725
"[0.5197, 0.7088]","[0.2016, 0.3381]",46.70218217929075,0.0,27.857554566290897,0,0.778407739569591,0.8996115104365352,0.9741293757518973,0.44622764196598097,0.5764926406249549,1.0,0.8303563618258604
"[0.4874, 0.6413]","[0.2122, 0.3607]",32.28659716431131,0.0,31.458719782825995,0,0.8571074775965849,0.40175817484923027,0.8070792506715121,0.22482977352225775,0.5203645458102986,1.0,0.884022453026274
"[0.418, 0.6084]","[0.1963, 0.3196]",46.56546766527208,0.0,22.987740073685647,0,0.24168648763343592,0.19081412808003018,0.9402179504140697,0.6945250246701993,0.5842947089847708,1.0,0.48316199103599833
"[0.5023, 0.7064]","[0.2153, 0.3239]",30.296434361529336,0.0,34.38816523361697,0,0.9739349620318211,0.9275107938599723,0.7601225036806165,0.6328677452988335,0.4187277329668183,1.0,0.6607944866796545
"[0.4667, 0.6698]","[0.1784, 0.3009]",32.69491691625609,0.0,44.520881320393144,0,0.6337758313075657,0.666262835983735,0.6657330017470782,0.9862158269923814,0.542685569908807,1.0,0.14647710142612685
"[0.4913, 0.7366]","[0.2125, 0.2925]",53.52331771854759,0.0,16.863718909958365,0,0.9009416038439774,0.6007338703672016,0.8024451371868982,0.8808698535570639,0.25976652080895957,1.0,0.18897138461166196
"[0.5085, 0.6941]","[0.2066, 0.302]",51.69589228840243,0.0,18.71853262907933,0,0.9029381955954484,0.9326670830392072,0.8949869556195346,0.9680468414323651,0.32973008652758573,1.0,0.2592579537272738
"[0.5891, 0.8031]","[0.221, 0.2962]",31.52349397461049,0.0,25.16841444702693,0,0.20324095718040036,0.1406069377757225,0.6749839442152439,0.9400868465651248,0.47995465143704596,1.0,0.6289831601408563
"[0.5054, 0.6659]","[0.2496, 0.3122]",31.197083877987513,0.0,25.632044398921703,0,0.9383825573504009,0.6258141621632229,0.320878292498466,0.8076885237613773,0.46320698317117515,1.0,0.6622596192071148
"[0.4296, 0.6476]","[0.2172, 0.3272]",32.25284077050793,0.0,49.98465874745931,2,0.3144417178075839,0.4540853783625717,0.7308072988828437,0.5863167538265099,0.5185406382392557,1.0,0.045666176041618885
"[0.5107, 0.7108]","[0.199, 0.3046]",48.79167479758589,0.0,40.01709220014838,0,0.8785743941901273,0.877173735343977,0.9838196993585716,0.9274706649958551,0.46377829221272493,1.0,0.3164840523531378
"[0.5282, 0.6982]","[0.1573, 0.2779]",28.000182630275233,0.0,39.443223521182645,0,0.687094648517874,0.979525500861866,0.3933285800178745,0.6592093464027055,0.31731787311562987,1.0,0.3450049470689196
"[0.5863, 0.7768]","[0.1945, 0.3109]",44.28055166843143,0.0,27.356343064865996,0,0.21780054495884782,0.27236254735007526,0.9126500423024039,0.8274520529737674,0.7213069426345674,1.0,0.7914981440156791
"[0.5538, 0.7464]","[0.1952, 0.3025]",48.96216172761154,0.0,27.136865932131858,0,0.44223100206637855,0.5072101575783794,0.9241500055143637,0.9598203280880281,0.45515603563726315,1.0,0.7746380906220268
"[0.5268, 0.716]","[0.1994, 0.3161]",38.9410545964828,0.0,15.482945862346014,0,0.7016629253706034,0.8191003074447718,0.990074782806296,0.7478085817847082,0.9296815940832917,1.0,0.14658353336144092
"[0.5524, 0.8232]","[0.2889, 0.3876]",52.120764362379134,0.0,37.81740228047817,1,0.45436237433252025,0.07834727513017448,0.07539972033568923,0.07970241958039906,0.31246477371632586,1.0,0.4343672548303624
"[0.4306, 0.6267]","[0.1729, 0.2852]",36.34827796612249,0.0,34.91054604808785,0,0.32177722666075015,0.2950685903602174,0.5872085426723229,0.7678786812164284,0.7608915982005587,1.0,0.6233878273036307
"[0.4665, 0.6567]","[0.2278, 0.306]",37.43373278807303,0.0,42.859973646782834,0,0.6321706692151283,0.5365469548492777,0.5784333671301018,0.9044927374682578,0.8306596644680626,1.0,0.19844398140242658
